Rk,Wk,Winner,WPts,,Loser,LPts
615,11,(15) Louisiana State,32,,(6) Alabama,31
616,11,Louisiana Tech,40,,Middle Tennessee State,24
617,11,Louisiana-Monroe,31,,Texas State,30
618,11,Louisville,34,,James Madison,10
619,11,Marshall,12,@,Old Dominion,0
620,11,(4) Michigan,52,@,Rutgers,17
621,11,Michigan State,23,@,(14) Illinois,15
622,11,Minnesota,20,@,Nebraska,13
623,11,Mississippi State,39,,Auburn,33
624,11,(17) North Carolina,31,@,Virginia,28
625,11,(21) North Carolina State,30,,(20) Wake Forest,21
626,11,North Texas,52,,Florida International,14
627,11,Notre Dame,35,,(5) Clemson,14
628,11,(2) Ohio State,21,@,Northwestern,7
629,11,(8) Oregon,49,@,Colorado,10
630,11,(16) Penn State,45,@,Indiana,14
631,11,Pittsburgh,19,,(22) Syracuse,9
632,11,San Diego State,14,,Nevada-Las Vegas,10
633,11,San Jose State,28,,Colorado State,16
634,11,South Alabama,38,@,Georgia Southern,31
635,11,South Carolina,38,@,Vanderbilt,27
636,11,(9) Southern California,41,,California,35
637,11,Southern Methodist,77,,Houston,63
638,11,Temple,54,,South Florida,28
639,11,Texas,34,@,(13) Kansas State,27
640,11,(7) Texas Christian,34,,Texas Tech,24
641,11,Texas-San Antonio,44,@,Alabama-Birmingham,38
642,11,Troy,23,@,Louisiana,17
643,11,(19) Tulane,27,@,Tulsa,13
644,11,(10) UCLA,50,@,Arizona State,36
645,11,(12) Utah,45,,Arizona,20
646,11,Utah State,27,,New Mexico,10
647,11,Washington State,52,@,Stanford,14
648,11,Western Kentucky,59,@,Charlotte,7
649,11,Wisconsin,23,,Maryland,10
650,12,Eastern Michigan,34,@,Akron,28
651,12,Ohio,37,@,Miami (OH),21
652,12,Toledo,28,,Ball State,21
653,12,Central Michigan,31,,Buffalo,27
654,12,Kent State,40,@,Bowling Green,6
655,12,Northern Illinois,24,@,Western Michigan,21
656,12,Louisiana,36,,Georgia Southern,17
657,12,Memphis,26,,Tulsa,10
658,12,Cincinnati,27,,East Carolina,25
659,12,Fresno State,37,@,Nevada-Las Vegas,30
660,12,(8) Southern California,55,,Colorado,17
661,12,Air Force,35,,New Mexico,3
662,12,(10) Alabama,30,@,(11) Mississippi,24
663,12,Alabama-Birmingham,41,,North Texas,21
664,12,Arizona,34,@,(9) UCLA,28
665,12,Arkansas State,35,,Massachusetts,33
666,12,Auburn,13,,Texas A&M,10
667,12,Boise State,41,@,Nevada,3
668,12,Boston College,21,@,(17) North Carolina State,20
669,12,(22) Central Florida,38,@,(16) Tulane,31
670,12,(12) Clemson,31,,Louisville,16
671,12,Coastal Carolina,26,,Southern Mississippi,23
672,12,Connecticut,36,,(19) Liberty,33
673,12,Duke,24,,Virginia Tech,7
674,12,Florida,38,,South Carolina,6
675,12,Florida Atlantic,52,@,Florida International,7
676,12,(25) Florida State,38,@,Syracuse,3
677,12,(1) Georgia,45,@,Mississippi State,19
678,12,Houston,43,,Temple,36
679,12,Iowa,24,,Wisconsin,10
680,12,James Madison,37,@,Old Dominion,3
681,12,(23) Kansas State,31,@,Baylor,3
682,12,(7) Louisiana State,13,@,Arkansas,10
683,12,Louisiana-Monroe,31,@,Georgia State,28
684,12,Marshall,28,,Appalachian State,21
685,12,Miami (FL),35,@,Georgia Tech,14
686,12,(3) Michigan,34,,Nebraska,3
687,12,Michigan State,27,,Rutgers,21
688,12,Middle Tennessee State,24,,Charlotte,14
689,12,Minnesota,31,,Northwestern,3
690,12,New Mexico State,51,,Lamar,14
691,12,(15) North Carolina,36,@,Wake Forest,34
692,12,(20) Notre Dame,35,N,Navy,32
693,12,(2) Ohio State,56,,Indiana,14
694,12,Oklahoma State,20,,Iowa State,14
695,12,Oregon State,38,,California,10
696,12,(14) Penn State,30,,Maryland,0
697,12,Pittsburgh,37,@,Virginia,7
698,12,Purdue,31,@,(21) Illinois,24
699,12,San Diego State,43,,San Jose State,27
700,12,South Alabama,38,,Texas State,21
701,12,Southern Methodist,41,@,South Florida,23
702,12,(5) Tennessee,66,,Missouri,24
703,12,(4) Texas Christian,17,@,(18) Texas,10
704,12,Texas Tech,43,,Kansas,28
705,12,Texas-San Antonio,51,,Louisiana Tech,7
706,12,Troy,10,,Army,9
707,12,(13) Utah,42,,Stanford,7
708,12,Utah State,41,@,Hawaii,34
709,12,Vanderbilt,24,@,Kentucky,21
710,12,(24) Washington,37,@,(6) Oregon,34
711,12,Washington State,28,,Arizona State,18
712,12,West Virginia,23,,Oklahoma,20
713,12,Western Kentucky,45,,Rice,10
714,12,Wyoming,14,@,Colorado State,13
715,13,Bowling Green,42,@,Toledo,35
716,13,Ohio,32,@,Ball State,18
717,13,Eastern Michigan,31,@,Kent State,24
718,13,Miami (OH),29,@,Northern Illinois,23
719,13,Western Michigan,12,@,Central Michigan,10
720,13,(21) Tulane,59,,Southern Methodist,24
721,13,San Diego State,34,@,New Mexico,10
722,13,Tulsa,48,,South Florida,42
723,13,Air Force,24,,Colorado State,12
724,13,(8) Alabama,34,,Austin Peay,0
725,13,Appalachian State,27,,Old Dominion,14
726,13,Arkansas,42,,(14) Mississippi,27
727,13,Army,34,,Connecticut,17
728,13,Auburn,41,,Western Kentucky,17
729,13,Boise State,20,@,Wyoming,17
730,13,Brigham Young,52,,Utah Tech,26
731,13,California,27,,Stanford,20
732,13,Charlotte,26,,Louisiana Tech,21
733,13,(22) Cincinnati,23,@,Temple,3
734,13,(9) Clemson,40,,Miami (FL),10
735,13,(23) Coastal Carolina,0,@,Virginia,0
736,13,(20) Florida State,49,,Louisiana,17
737,13,Fresno State,41,@,Nevada,14
738,13,(1) Georgia,16,@,Kentucky,6
739,13,Georgia Tech,21,@,(13) North Carolina,17
740,13,Hawaii,31,,Nevada-Las Vegas,25
741,13,Houston,42,@,East Carolina,3
742,13,Indiana,39,@,Michigan State,31
743,13,Iowa,13,@,Minnesota,10
744,13,James Madison,42,,Georgia State,40
745,13,(19) Kansas State,48,@,West Virginia,31
746,13,(6) Louisiana State,41,,Alabama-Birmingham,10
747,13,Louisville,25,,North Carolina State,10
748,13,Marshall,23,@,Georgia Southern,10
749,13,Memphis,59,,North Alabama,0
750,13,(3) Michigan,19,,Illinois,17
751,13,Middle Tennessee State,49,,Florida Atlantic,21
752,13,Mississippi State,56,,East Tennessee State,7
753,13,Missouri,45,,New Mexico State,14
754,13,Navy,17,@,(17) Central Florida,14
755,13,(18) Notre Dame,44,,Boston College,0
756,13,(2) Ohio State,43,@,Maryland,30
757,13,Oklahoma,28,,(24) Oklahoma State,13
758,13,(12) Oregon,20,,(10) Utah,17
759,13,(25) Oregon State,31,@,Arizona State,7
760,13,(11) Penn State,55,@,Rutgers,10
761,13,Pittsburgh,28,,Duke,26
762,13,Purdue,17,,Northwestern,9
763,13,South Alabama,27,@,Southern Mississippi,20
764,13,South Carolina,63,,(5) Tennessee,38
765,13,(7) Southern California,48,@,(16) UCLA,45
766,13,Texas,55,@,Kansas,14
767,13,Texas A&M,20,,Massachusetts,3
768,13,(4) Texas Christian,29,@,Baylor,28
769,13,Texas State,16,,Arkansas State,13
770,13,Texas Tech,14,@,Iowa State,10
771,13,Texas-El Paso,40,,Florida International,6
772,13,Texas-San Antonio,41,@,Rice,7
773,13,Troy,34,,Louisiana-Monroe,16
774,13,Utah State,35,,San Jose State,31
775,13,Vanderbilt,31,,Florida,24
776,13,Virginia Tech,23,@,Liberty,22
777,13,Wake Forest,45,,Syracuse,35
778,13,(15) Washington,54,,Colorado,7
779,13,Washington State,31,@,Arizona,20
780,13,Wisconsin,15,@,Nebraska,14
781,14,Miami (OH),18,,Ball State,17
782,14,Ohio,38,,Bowling Green,14
783,14,Mississippi State,24,@,(20) Mississippi,22
784,14,Arizona,38,,Arizona State,35
785,14,Boise State,42,,Utah State,23
786,14,Colorado State,17,,New Mexico,0
787,14,Eastern Michigan,38,,Central Michigan,19
788,14,(16) Florida State,45,,Florida,38
789,14,Fresno State,30,,Wyoming,0
790,14,Missouri,29,,Arkansas,27
791,14,Nebraska,24,@,Iowa,17
792,14,North Carolina State,30,@,(18) North Carolina,27
793,14,(24) Texas,38,,Baylor,27
794,14,(19) Tulane,27,@,(21) Cincinnati,24
795,14,(17) UCLA,35,@,California,28
796,14,Western Michigan,20,,Toledo,14
797,14,Air Force,13,@,San Diego State,3
798,14,Akron,44,@,Northern Illinois,12
799,14,(8) Alabama,49,,Auburn,27
800,14,Alabama-Birmingham,37,@,Louisiana Tech,27
801,14,Army,44,@,Massachusetts,7
802,14,Brigham Young,35,@,Stanford,26
803,14,(25) Central Florida,46,@,South Florida,39
804,14,Duke,34,,Wake Forest,31
805,14,East Carolina,49,@,Temple,46
806,14,(1) Georgia,37,,Georgia Tech,14
807,14,Georgia Southern,51,,Appalachian State,48
808,14,Illinois,41,@,Northwestern,3
809,14,James Madison,47,,(23) Coastal Carolina,7
810,14,(15) Kansas State,47,,Kansas,27
811,14,Kent State,30,@,Buffalo,27
812,14,Kentucky,26,,Louisville,13
813,14,Louisiana,41,@,Texas State,13
814,14,Marshall,28,,Georgia State,23
815,14,Maryland,37,,Rutgers,0
816,14,(3) Michigan,45,@,(2) Ohio State,23
817,14,Middle Tennessee State,33,@,Florida International,28
818,14,Minnesota,23,@,Wisconsin,16
819,14,Nevada-Las Vegas,27,,Nevada,22
820,14,New Mexico State,49,@,Liberty,14
821,14,North Texas,21,,Rice,17
822,14,(22) Oregon State,38,,(10) Oregon,34
823,14,(11) Penn State,35,,Michigan State,16
824,15,Pittsburgh,42,@,Miami (FL),16
825,15,Purdue,30,@,Indiana,16
826,15,San Jose State,27,,Hawaii,14
827,15,South Alabama,27,,Old Dominion,20
828,15,South Carolina,31,@,(7) Clemson,30
829,15,(5) Southern California,38,,(13) Notre Dame,27
830,15,Southern Methodist,34,,Memphis,31
831,15,Southern Mississippi,20,@,Louisiana-Monroe,10
832,15,Syracuse,32,@,Boston College,23
833,15,(9) Tennessee,56,@,Vanderbilt,0
834,15,Texas A&M,38,,(6) Louisiana State,23
835,15,(4) Texas Christian,62,,Iowa State,14
836,15,Texas Tech,51,,Oklahoma,48
837,15,Texas-San Antonio,34,,Texas-El Paso,31
838,15,Troy,48,@,Arkansas State,19
839,15,Tulsa,37,@,Houston,30
840,15,(14) Utah,63,@,Colorado,21
841,15,Virginia,0,@,Virginia Tech,0
842,15,(12) Washington,51,@,Washington State,33
843,15,West Virginia,24,@,Oklahoma State,19
844,15,Western Kentucky,32,@,Florida Atlantic,31
845,16,Buffalo,23,,Akron,22
846,16,(23) Texas-San Antonio,48,,North Texas,27
847,16,(12) Utah,47,N,(4) Southern California,24
848,16,(10) Clemson,39,N,(24) North Carolina,10
849,16,Fresno State,28,@,Boise State,16
850,16,(1) Georgia,50,N,(11) Louisiana State,30
851,16,(13) Kansas State,31,N,(3) Texas Christian,28
852,16,(2) Michigan,43,N,Purdue,22
853,16,New Mexico State,65,,Valparaiso,3
854,16,Toledo,17,N,Ohio,7
855,16,Troy,45,,Coastal Carolina,26
856,16,(18) Tulane,45,,(22) Central Florida,28
857,17,Army,20,N,Navy,17
858,18,Alabama-Birmingham,24,N,Miami (OH),20
859,18,(23) Troy,18,N,(22) Texas-San Antonio,12
860,18,Boise State,35,N,North Texas,32
861,18,Brigham Young,24,N,Southern Methodist,23
862,18,Fresno State,29,N,Washington State,6
863,18,Louisville,24,N,Cincinnati,7
864,18,(17) Oregon State,30,N,Florida,3
865,18,Southern Mississippi,38,N,Rice,24
866,18,Marshall,28,N,Connecticut,14
867,18,Eastern Michigan,41,N,San Jose State,27
868,18,Toledo,21,N,Liberty,19
869,18,Western Kentucky,44,N,South Alabama,23
870,19,Air Force,30,N,Baylor,15
871,19,Houston,23,N,Louisiana,16
872,19,Wake Forest,27,N,Missouri,17
873,19,Middle Tennessee State,25,N,San Diego State,23
874,19,New Mexico State,24,N,Bowling Green,19
875,19,Buffalo,23,N,Georgia Southern,21
876,19,East Carolina,53,N,Coastal Carolina,29
877,19,Memphis,38,N,Utah State,10
878,19,Wisconsin,24,N,Oklahoma State,17
879,19,Arkansas,55,N,Kansas,53
880,19,Duke,30,N,Central Florida,13
881,20,(15) Oregon,28,N,North Carolina,27
882,20,Texas Tech,42,N,Mississippi,25
883,20,(13) Florida State,35,N,Oklahoma,32
884,20,Minnesota,28,N,Syracuse,20
885,20,(12) Washington,27,N,(21) Texas,20
886,20,Maryland,16,N,(25) North Carolina State,12
887,20,(19) Notre Dame,45,N,(20) South Carolina,38
888,20,Ohio,30,N,Wyoming,27
889,20,Pittsburgh,37,N,(18) UCLA,35
893,20,Iowa,21,N,Kentucky,0
896,20,(24) Mississippi State,19,N,Illinois,10
890,21,(6) Tennessee,31,N,(10) Clemson,14
891,21,(5) Alabama,45,N,(11) Kansas State,20
892,21,(1) Georgia,42,N,(4) Ohio State,41
894,21,(3) Texas Christian,51,N,(2) Michigan,45
895,21,(16) Louisiana State,63,N,Purdue,7
897,21,(9) Penn State,35,N,(7) Utah,21
898,21,(14) Tulane,46,N,(8) Southern California,45
899,22,(1) Georgia,65,N,(3) Texas Christian,7
